scope,input_family,tuple_group,knot_a,knot_b,split_a,split_b,same_four_view_inputs,W_F_a,W_F_b,width_diff,F_direct_diff,F_diff_mod_reflection,F_reflection_only,stored_torsion_direct_diff,torsion_available
atlas,HOMFLY_PT_plus_Theta,69377,15a20260,15a49169,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69430,15n096026,15n099497,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69509,15n022628,15n023229,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69544,15n017862,15n021252,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69545,14n04554,14n04609,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69564,14a02001,14a03203,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69591,15a19968,15a49193,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69613,15n025516,15n026871,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69619,15n079933,15n079938,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69620,14n12705,15n054969,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69622,14n16632,15n035924,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69800,15n047566,15n048863,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69838,15a34780,15a49839,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69944,15n118984,15n123792,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,69971,15n121070,15n121307,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70007,15n009166,15n009245,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70008,15n008718,15n008790,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70034,15n036956,15n037071,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70037,15n122276,15n122552,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70057,15a18889,15a21005,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70076,15a05591,15a08505,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70094,15a04291,15a04994,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70207,15n075370,15n075479,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70260,15n082809,15n088869,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70369,15a51013,15a51016,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70388,15n099441,15n099443,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70477,15n011229,15n011234,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70477,15n011229,15n021869,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70477,15n011229,15n021874,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70477,15n011234,15n021869,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70477,15n011234,15n021874,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70477,15n021869,15n021874,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70497,15n053337,15n053890,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70717,15a63322,15a63324,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70717,15a63322,15a63951,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70717,15a63322,15a63952,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70717,15a63324,15a63951,test,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70717,15a63324,15a63952,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70717,15a63951,15a63952,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70718,15a43044,15a43139,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70852,14n00179,14n00182,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,70940,15n030495,15n030567,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71035,15n060803,15n061606,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71036,15n060805,15n066655,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71112,15n055511,15n090463,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71112,15n055511,15n104380,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71112,15n090463,15n104380,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71132,15n099610,15n099722,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71179,15a04992,15a05178,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71327,15n100523,15n101203,test,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71359,15n147914,15n164047,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71360,15n148130,15n164056,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71408,14n02453,14n02457,val,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71451,15n072831,15n073168,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71493,15n039581,15n039847,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71503,14a13343,14a13344,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71574,14n05732,14n05760,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71590,15n076693,15n080419,test,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71637,15n002162,15n008099,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71649,15n025008,15n025061,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71834,14n07580,14n07671,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71861,15n119379,15n119807,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71880,15a13385,15a13403,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,71892,15a18490,15a18862,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72098,15n030398,15n030437,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72215,15a41950,15a41999,val,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72278,15a56675,15a56757,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72334,15n045289,15n046782,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72338,15a16459,15a16532,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72403,15n016905,15n019006,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72467,15a20878,15a20882,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72505,15a35741,15a54264,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72580,15n016625,15n017001,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72603,15n099241,15n099388,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72692,15n112453,15n112480,val,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72714,15n138015,15n138020,test,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72714,15n138015,15n164619,test,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72714,15n138020,15n164619,val,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72728,15a13796,15a14933,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72729,15a13799,15a14935,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72785,15a28493,15a35344,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72815,15a55368,15a55370,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72821,15n075202,15n075833,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72822,15n075196,15n075827,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72973,15a72147,15a72177,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,72978,15a01142,15a01143,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73033,15a20258,15a43322,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73172,14n04932,14n05086,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73224,15n006884,15n010886,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73252,15n011897,15n013523,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73285,15n004814,15n004890,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73344,15a51096,15a51135,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73395,15n000162,15n000186,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73402,15a51053,15a51132,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73418,15n099161,15n099343,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73432,15n022369,15n023156,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73450,15a17829,15a49178,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73509,15n021490,15n021699,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73582,14n00435,14n00437,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73617,15n021897,15n021936,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73618,15n029530,15n029556,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73630,14n01693,14n01705,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73668,14a08811,14a09800,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73684,15n102275,15n102386,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73835,14n01764,14n01841,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73858,15n137457,15n137458,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73859,15n134624,15n134627,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73931,15n005809,15n005850,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,73963,15n011378,15n069848,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74002,12a0458,12a0887,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74075,15n014769,15n014812,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74256,15a13603,15a13621,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74385,15a00196,15a00199,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74560,15a15219,15a15666,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74598,15a09601,15a09650,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74598,15a09601,15a09654,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74598,15a09601,15a38456,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74598,15a09650,15a09654,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74598,15a09650,15a38456,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74598,15a09654,15a38456,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74642,15n000196,15n000197,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74669,15n028909,15n029163,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74676,15a07790,15a07792,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74676,15a07790,15a38406,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74676,15a07790,15a38417,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74676,15a07792,15a38406,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74676,15a07792,15a38417,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74676,15a38406,15a38417,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74826,15n130484,15n130518,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,74881,15n041088,15n041263,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75005,15n139420,15n139427,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75006,15n136783,15n136788,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75056,15n044984,15n044985,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75068,15a75141,15a75145,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75107,15a51093,15a51106,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75111,13n0352,13n0514,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75165,14a03636,14a07482,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75327,15n012340,15n013173,val,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75480,14a00096,14a00103,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75496,15a15568,15a15835,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75635,15n022560,15n023290,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75649,15n046720,15n046726,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75674,14a07207,14a07272,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,75980,15a35977,15a36876,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76049,15a02004,15a02656,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76084,15a45487,15a49560,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76167,15a05913,15a05919,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76206,15a51123,15a51139,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76220,14a05334,14a11847,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76251,15n021356,15n021384,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76251,15n021356,15n095410,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76251,15n021356,15n095422,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76251,15n021384,15n095410,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76251,15n021384,15n095422,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76251,15n095410,15n095422,val,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76257,15n005357,15n006147,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76286,15a59708,15a59726,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76339,15n127711,15n133629,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76342,15n067571,15n109478,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76343,15n022966,15n023394,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76348,14a01047,14a01170,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76368,15a30538,15a30662,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76374,15n112343,15n112471,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76420,15n103038,15n110083,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76449,15n011817,15n011819,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76689,15n134420,15n134429,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76689,15n134420,15n137346,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76689,15n134420,15n137347,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76689,15n134429,15n137346,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76689,15n134429,15n137347,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76689,15n137346,15n137347,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76703,14n20402,14n20434,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76730,15n099230,15n099736,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76759,15n002397,15n002398,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76824,14a00984,14a01335,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76845,15n118175,15n118238,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76845,15n118175,15n118536,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76845,15n118175,15n118699,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76845,15n118238,15n118536,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76845,15n118238,15n118699,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76845,15n118536,15n118699,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,76886,15n123013,15n123686,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77043,15n066892,15n066893,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77176,15n016467,15n016504,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77177,15n054086,15n109561,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77197,15n036968,15n037037,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77200,15n130862,15n139660,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77446,15n028011,15n032871,val,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77466,15a02213,15a02398,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77504,15n137920,15n137925,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77553,15n030846,15n030862,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77613,15n120511,15n123956,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77703,15n057827,15n109458,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77712,15n122711,15n123105,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77714,15a14376,15a49134,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77763,15n076702,15n080427,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77795,15a00566,15a00693,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77799,15n083062,15n083749,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,77887,15n120968,15n121059,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78059,15n006999,15n008353,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78086,13a1604,13a3058,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78107,14a02083,14a02113,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78144,15a28645,15a32156,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78217,15a72094,15a72153,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78235,14n05120,14n05494,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78316,14n05743,14n05803,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78317,15n075929,15n075980,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78401,15n006647,15n006648,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78401,15n006647,15n010959,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78401,15n006647,15n010961,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78401,15n006648,15n010959,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78401,15n006648,15n010961,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78401,15n010959,15n010961,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78446,15a41753,15a41920,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119424,15n119892,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119424,15n130860,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119424,15n130863,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119424,15n139657,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119424,15n139661,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119892,15n130860,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119892,15n130863,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119892,15n139657,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n119892,15n139661,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n130860,15n130863,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n130860,15n139657,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n130860,15n139661,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n130863,15n139657,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n130863,15n139661,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78453,15n139657,15n139661,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78585,15n005515,15n005628,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78599,15n075435,15n075907,val,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78651,15n050314,15n051016,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78727,15n041775,15n054339,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78849,14n01623,14n02188,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78958,15n017444,15n020201,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78964,14n07592,14n07602,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78964,14n07592,14n07679,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78964,14n07592,14n07685,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78964,14n07602,14n07679,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78964,14n07602,14n07685,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78964,14n07679,14n07685,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78976,15n008438,15n008441,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,78980,14n20837,14n20840,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,79003,15a39561,15a39798,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,79016,15a30871,15a31094,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,79016,15a30871,15a53563,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,79016,15a30871,15a53808,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,79016,15a31094,15a53563,train,train,True,2,2,False,False,False,False,False,True
